Author Name,WORK IDs,CTS-URN/s,# of translations,Edition Title,Editor; Translator,Publisher,Date,Original File Name/Location,Addiional File location/locations,Source Edition LInk,Translation Language,Worldcat Link,Work/s Split Up/Renamed in Branch,New File Name/s,Notes,TOC,Additional TOC
Apollonius Rhodius,0001.001,urn:cts:greekLit:tlg0001.tlg001.ogl-fre1,1,Argonautiques,"La Ville de Mirmont, Henri de 1858-1924
                           ", G. Gounouilhou ,1892,apolloniusRhodius_1892.xml,,https://hdl.handle.net/2027/nnc1.cu55144101,French,https://www.worldcat.org/toclc/680242702,,,,,
Apollonius Rhodius,0001.001,urn:cts:greekLit:tlg0001.tlg001.ogl-ita1,1,L'Argonautica d Apollonio Rodio,"Flangini, Ludovico 1733-1804, ",Rome,1791-1794,apolloniusRhodius_1_1791.xml ,,"http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10871581-0
                ",Italian ,http://www.worldcat.org/oclc/1006236331,,,"Lots of errors, has Tomo Primo/Secondo Primo as author and editor. Two XML files. ",,
Appian,0551.001 0551.002 0551.003 0551.004 0551.005 0551.006 0551.007 0551.008 0551.009 0551.010 0551.011 0551.012 0551.013 0551.014 0551.017,urn:cts:greekLit:tlg0551.tlg001.ogl-ger1 urn:cts:greekLit:tlg0551.tlg002.ogl-ger1 urn:cts:greekLit:tlg0551.tlg003.ogl-ger1 urn:cts:greekLit:tlg0551.tlg004.ogl-ger1 urn:cts:greekLit:tlg0551.tlg005.ogl-ger1 urn:cts:greekLit:tlg0551.tlg006.ogl-ger1 urn:cts:greekLit:tlg0551.tlg007.ogl-ger1  urn:cts:greekLit:tlg0551.tlg008.ogl-ger1 urn:cts:greekLit:tlg0551.tlg009.ogl-ger1 urn:cts:greekLit:tlg0551.tlg010.ogl-ger1 urn:cts:greekLit:tlg0551.tlg011.ogl-ger1 urn:cts:greekLit:tlg0551.tlg012.ogl-ger1 urn:cts:greekLit:tlg0551.tlg013.ogl-ger1 urn:cts:greekLit:tlg0551.tlg014.ogl-ger1 urn:cts:greekLit:tlg0551.tlg017.ogl-ger1,15,"Römische Geschichten, Vol 1-3","Dillenius, Ferdinand Ludwig Immanuel, 1791-1871
                           ",Metzler,1828-1832,Appianus_1828,appian_1830_5  appian_1832_10,http://hdl.handle.net/2027/hvd.hn3ezn (Vol 1) http://hdl.handle.net/2027/hvd.hn3ez2 (Vol 2)  http://hdl.handle.net/2027/hvd.hn3ez1 (Vol 3),German,,,,This XML files contains Volume 1 and 2,,
Apuleius,1212.1 1212.2 1212.3 1212.4,urn:cts:latinLit:phi1212.phi001.ogl-eng1 urn:cts:latinLit:phi1212.phi002.ogl-eng1 urn:cts:latinLit:phi1212.phi003.ogl-eng1 urn:cts:latinLit:phi1212.phi004.ogl-eng1,4,The Works of Apuleius,"Gurney, Hudson, 1775-1864
                           ",Bell,1878,apuleius_1878.xml,,https://archive.org/details/worksofapuleiusc00apulrich,English,,no,,,,
Aristophanes,0019.003,urn:cts:greekLit:tlg0019.tlg003.ogl-eng2,1,The Clouds of Aristophanes,"Rogers, Benjamin Bickley, 1828-1919",Bell,1852,,,http://www.archive.org/details/cu31924026466403,English,,yes,tlg0019.tlg003.ogl-eng2.xml,,,
Aristophanes,0019.004,urn:cts:greekLit:tlg0019.tlg004.ogl-eng2,1,The Wasps of Aristophanes,"Rogers, Benjamin Bickley, 1828-1919",Bell,1875,,,http://www.archive.org/details/aristoph-wasps-aristophanoussph00arisuoft,English,,yes,tlg0019.tlg004.ogl-eng2.xml,,,
Aristophanes,0019.010,urn:cts:greekLit:tlg0019.tlg010.ogl-eng2,1,The Ecclesiazusae of Aristophanes,"Rogers, Benjamin Bickley, 1828-1919",Bell,1905,,,https://archive.org/details/tragediesofsopho00sophiala,English,,yes,tlg0019.tlg010.ogl-eng2.xml,,,
Aristophanes,0019.005,urn:cts:greekLit:tlg0019.tlg005.ogl-eng2,1,The Peace of Aristophanes,"Rogers, Benjamin Bickley, 1828-1919",Bell,1913,,,https://archive.org/details/ComediesOfAristophanesV.3,English,,yes,tlg0019.tlg005.ogl-eng2.xml,,,
Aristophanes,0019.009,urn:cts:greekLit:tlg0019.tlg009.ogl-eng3,1,The Frogs of Aristophanes ,"Rogers, Benjamin Bickley, 1828-1919",Bell,1919,,,,English,,yes,tlg0019.tlg009.ogl-eng3.xml,,,
Aristophanes,0019.009,urn:cts:greekLit:tlg0019.tlg009.ogl-eng4,1,The Frogs of Aristophanes,"Cope, Alfred Davies",Blackwell,1911,,,http://hdl.handle.net/2027/njp.32101073028431,English,,yes,tlg0019.tlg009.ogl-eng4,,,
Aristophanes,0019.007 0019.008,urn:cts:greekLit:tlg0019.tlg007.ogl-eng3 urn:cts:greekLit:tlg0019.tlg008.ogl-eng3,2,"The Comedies of Aristophanes, Vol 4:  Lysistrata, Thesmophoriazusae","Rogers, Benjamin Bickley, 1828-1919",Bohn,1911,aristophanes_4_1911.xml,,https://archive.org/details/aristophaniscomo04aris,English,,no,,,,
Aristophanes,0019.001 0019.002 0019.003 0019.004 0019.005 0019.006 0019.007 0019.008 0019.009 0019.010 0019.011,urn:cts:greekLit:tlg0019.tlg001.ogl-eng1 urn:cts:greekLit:tlg0019.tlg002.ogl-eng1 urn:cts:greekLit:tlg0019.tlg003.ogl-eng1 urn:cts:greekLit:tlg0019.tlg004.ogl-eng1 urn:cts:greekLit:tlg0019.tlg005.ogl-eng1 urn:cts:greekLit:tlg0019.tlg006.ogl-eng1 urn:cts:greekLit:tlg0019.tlg007.ogl-eng2 urn:cts:greekLit:tlg0019.tlg008.ogl-eng2 urn:cts:greekLit:tlg0019.tlg009.ogl-eng2 urn:cts:greekLit:tlg0019.tlg010.ogl-eng3 urn:cts:greekLit:tlg0019.tlg011.ogl-eng2,11,"The Comedies of Aristophanes, Vol 1: Archarnians, Knights, Wasps, Peace, Birds - Vol 2:  Lysistrata, Thesmophoriazusae, Frogs, Ecclesiazusae, and Plutus ","Hickie, William James",Bohn,1858,aristophanes_1_1858.xml,aristophanes_1907_1.xml,https://archive.org/details/cu31924087931675 (Vol 1) http://hdl.handle.net/2027/inu.32000014238010 (Vol 2) ,English,,no,,"Second file misname, it is volume 2 of this edition",,
Aristophanes,,,5,"The Comedies of Aristophanes, Vol 2 (DUPLICATE)","Hickie, William James",Bohn,1853,aristophanes_2_1853.xml,,https://archive.org/details/cu31924087931683,English,,no,,,,
Aristophanes,0019.001 0019.002 0019.003 0019.004 0019.005 0019.006 0019.007 0019.008 0019.009 0019.010 0019.011,urn:cts:greekLit:tlg0019.tlg001.ogl-fre1 urn:cts:greekLit:tlg0019.tlg002.ogl-fre1 urn:cts:greekLit:tlg0019.tlg003.ogl-fre1 urn:cts:greekLit:tlg0019.tlg004.ogl-fre1 urn:cts:greekLit:tlg0019.tlg005.ogl-fre1 urn:cts:greekLit:tlg0019.tlg006.ogl-fre1 urn:cts:greekLit:tlg0019.tlg007.ogl-fre1 urn:cts:greekLit:tlg0019.tlg008.ogl-fre1 urn:cts:greekLit:tlg0019.tlg009.ogl-fre1 urn:cts:greekLit:tlg0019.tlg010.ogl-fre1 urn:cts:greekLit:tlg0019.tlg011.ogl-fre1,11,Aristophane,"Poyard, Constant, 1826-1909",Hachette,1873,aristophanes_1873.xml,,http://hdl.handle.net/2027/uc1.b4033215,French,,,,,https://babel.hathitrust.org/cgi/pt?id=uc1.b4033215;view=2up;seq=542,
Aristophanes,0019.001 0019.002 0019.003 0019.004 0019.005 0019.006 0019.008 0019.007 0019.009 0019.010 0019.011,urn:cts:greekLit:tlg0019.tlg001.ogl-fre2 urn:cts:greekLit:tlg0019.tlg002.ogl-fre2 urn:cts:greekLit:tlg0019.tlg003.ogl-fre2  urn:cts:greekLit:tlg0019.tlg004.ogl-fre2 urn:cts:greekLit:tlg0019.tlg005.ogl-fre2 urn:cts:greekLit:tlg0019.tlg006.ogl-fre2  urn:cts:greekLit:tlg0019.tlg008.ogl-fre2 urn:cts:greekLit:tlg0019.tlg007.ogl-fre2 urn:cts:greekLit:tlg0019.tlg009.ogl-fre2 urn:cts:greekLit:tlg0019.tlg010.ogl-fre2 urn:cts:greekLit:tlg0019.tlg011.ogl-fre2,11,Comédies d'Aristophane (6 vols) Volume 1 (Les Acharneniens)- Volume 2 (Les Chevaliers-Des Nuees) - Volume 3 (Les Geupes-Les Pais) - Volume 4 (Les Oiseaux-Les Fetes de Ceres) - Volume 5 (Lysistrata-Les Grenouilles) Volume 6 (Les Harangueses-Plutus),"Artaud, Nicolas Louis Marie, 1794-1861",Brissot-Thivars,1830,aristophanes_1_1830.xml,aristophanes_3_1830.xml  aristophanes_5_1830.xml,https://hdl.handle.net/2027/njp.32101073253872 (Vol 1-2) http://hdl.handle.net/2027/njp.32101073253864 (Vol 3-4) http://hdl.handle.net/2027/njp.32101073253856 (Vol 5-6),French,,,,,,
Aristophanes,0019.006 0019.005 0019.003 0019.007 0019.011 0019.002,urn:cts:greekLit:tlg0019.tlg006.ogl-ger2 urn:cts:greekLit:tlg0019.tlg005.ogl-ger1 urn:cts:greekLit:tlg0019.tlg003.ogl-ger1 urn:cts:greekLit:tlg0019.tlg007.ogl-ger1   urn:cts:greekLit:tlg0019.tlg011.ogl-ger1  urn:cts:greekLit:tlg0019.tlg002.ogl-ger1 ,6,"Aristophanes Lustspiele, Volume 1: Band I :Der Vogelstaat (1881), Band II: Das friedensfest (1856); Band III: Die Wolken, Die Wolkengöttinnen(1861) - Volume 2: Band IV: Lysistrata; Band V: Der Plutos; Band VI: Die Ritter","Minckwitz, Johannes, 1812-1885; Wessely, J. E. (Joseph Edward), 1826-1895",Langenscheidt,1856-1881,Aristophanes_1_1855-1885,Aristophanes_2_1855-1885,http://hdl.handle.net/2027/hvd.hn5w6e (Volume 1) https://hdl.handle.net/2027/hvd.hn5w6b (Volume 2),German,,,,,Aves-Pax-Nubes,
Aristophanes,0019.001 0019.010,urn:cts:greekLit:tlg0019.tlg011.ogl-ger2 urn:cts:greekLit:tlg0019.tlg002.ogl-ger2 urn:cts:greekLit:tlg0019.tlg001.ogl-ger1 urn:cts:greekLit:tlg0019.tlg010.ogl-ger1,4,"Aristophanes Lustspiele, 5-8: V: Der Plutos;  VI: Die Ritter; VII: Die Acharner; VIII: Die Weibervolksversammlung (partial duplicate)","Minckwitz, Johannes, 1812-1885; Wessely, J. E. (Joseph Edward), 1826-1895",Langenscheidt,1865,Aristophanes_1865.xml,,http://hdl.handle.net/2027/mdp.39015063825973,German,,,,,,
Aristophanes,0019.001 0019.002 0019.003 0019.004 0019.005,urn:cts:greekLit:tlg0019.tlg001.ogl-ger2  urn:cts:greekLit:tlg0019.tlg002.ogl-ger3  urn:cts:greekLit:tlg0019.tlg003.ogl-ger2 urn:cts:greekLit:tlg0019.tlg004.ogl-ger1 urn:cts:greekLit:tlg0019.tlg005.ogl-ger2 ,5,"Des Aristophanes Werke: Die Acharner, Die Ritter, Die Wolken, Die Wespen, Der Frieden","Droysen, Johann Gustav, 1808-1884",Veit,1881,aristophanes_1881_1.xml,,http://hdl.handle.net/2027/coo.31924026468037,German,,,,,,
Aristophanes,,,,"Aristophanes Lustspiele, I :Der Vogelstaat (1855) (DUPLICATE)","Minckwitz, Johannes, 1812-1885
                           ",Langenscheidt,1855,aristophanes_1855,,http://hdl.handle.net/2027/mdp.39015063826120,German,,,,,,
Aristophanes,0019.011,urn:cts:greekLit:tlg0019.tlg011.ogl-ita1,1,Il Pluto di Aristofane,"Castellani, Carlo, 1822-1897",Firenze,1872,aristophanes_1872.xml,,https://hdl.handle.net/2027/nyp.33433081606927,Italian ,,,,,,
Aristophanes,0019.001 0019.002 0019.003 0019.004 0019.005,urn:cts:greekLit:tlg0019.tlg001.ogl-ita1 urn:cts:greekLit:tlg0019.tlg002.ogl-ita1 urn:cts:greekLit:tlg0019.tlg003.ogl-ita1 urn:cts:greekLit:tlg0019.tlg004.ogl-ita1 urn:cts:greekLit:tlg0019.tlg005.ogl-ita1,5,"Aristofane le Commedie, Volume 1 -Aristofane le Commedie, Volume 2:  Le Nuvole, I Calabroni, La Pace","Romagnoli, Ettore, 1871-1938",Milan,1915,aristophanes_1_1915.xml,aristophanes_2_1915.xml,https://hdl.handle.net/2027/uc1.$b734570,Italian ,http://www.worldcat.org/oclc/692140210,,,,,
Aristophanes; Plautus,"0019.011, 119.10",urn:cts:greekLit:tlg0019.tlg011.ogl-eng3 urn:cts:latinLit:phi0119.phi010.ogl-eng1,2,"The Comedies of Aristophanes, Vol 6:  The Plutus, with The Menaechmi of Plautus","Hickie, William James",Bell,1907,aristophanes_1907_2.xml,,https://archive.org/details/ComediesOfAristophanesV.6,English,,no,,Work contains a stealth translation of a work of Plautus,,
Aristotle,0086.038 0086.034,urn:cts:greekLit:tlg0086.tlg038.ogl-eng1 urn:cts:greekLit:tlg0086.tlg034.ogl-eng1,1,Aristotle's Treatise on Rhetoric and the Poetics of Aristotle,"Buckley, Theodore Alois, 1825-1856",Bohn,1850,aristotle_1850.xml,,http://hdl.handle.net/2027/uva.x001000005,English,,no,,,,
Aristotle,,,2,Aristotle's Treatise on Rhetoric and The Poetic (DUPLICATE),"Buckley, Theodore Alois, 1825-1856",Bohn,1857,aristotle_1857.xml,,http://hdl.handle.net/2027/hvd.32044009659277,English,,,,,,
Aristotle,,,2,Aristotle's Treatise on Rhetoric and The Poetics (DUPLICATE),"Buckley, Theodore Alois, 1825-1856",Bohn ,1906,aristotle_1906.xml,,https://archive.org/details/treatiseonrhetor00arisuoft,English,,,,,,
Aristotle,0086.035 0086.029,urn:cts:greekLit:tlg0086.tlg035.ogl-eng1 urn:cts:greekLit:tlg0086.tlg029.ogl-eng1,2,The Politics and Economics of Aristotle,"Walford, Edward",Bohn,1880,aristotle_1880.xml,,https://archive.org/details/thepoliticsandec00arisuoft,English,,,,,,
Aristotle,,,2,The Politics and Economics of Aristotle (DUPLICATE),"Walford, Edward",Bohn ,1881,aristotle_1881.xml,,http://hdl.handle.net/2027/mdp.39015008992946,English,,,,,,
Aristotle,0086.010,urn:cts:greekLit:tlg0086.tlg010.ogl-eng1,1,The Nicomachean Ethics of Aristotle,"Browne, R. W. (Robert William), 1809-1895",Bohn,1895,aristotle_1895.xml,,http://www.archive.org/details/browneethics00arisrich,English,,,,,,
Aristotle,0086.025,urn:cts:greekLit:tlg0086.tlg025.ogl-eng1,1,Metaphysics,"M'mahon, John H.",Bohn,1896,aristotle_1896.xml,,http://hdl.handle.net/2027/pst.000004684060,English,,,,,,
"Aristotle, Porphyry",,,6,"The Organon, or Logical Treatises of Aristotle, Volume 1: Categoriae, De Interpretatione, Analytica Priora, Analytica Posteriora - Volume 2: Topica, Sophistici Elenchi, Introduction of Porphyry (DUPLICATE)","Owen, Octavius Freire, 1816?-1873
                           ",Bohn ,1853,aristotle_organon_1853_ddb1,aristotle_1853.xml,urn:nbn:de:bvb:12-bsb10238994-1 http://hdl.handle.net/2027/mdp.39015008715404,English,,,,,,
"Aristotle, Porphyry",0086.006 0086.017 0086.001 0086.044 0086.040 2034.007,urn:cts:greekLit:tlg0086.tlg006.ogl-eng1 urn:cts:greekLit:tlg0086.tlg017.ogl-eng1 urn:cts:greekLit:tlg0086.tlg001.ogl-eng1 urn:cts:greekLit:tlg0086.tlg044.ogl-eng2 urn:cts:greekLit:tlg0086.tlg040.ogl-eng2 urn:cts:greekLit:tlg2034.tlg007.ogl-eng2,6,"The Organon, or Logical Treatises of Aristotle, Volume 1: Categoriae, De Interpretatione, Analytica Priora, Analytica Posteriora - Volume 2: Topica, Sophistici Elenchi, Introduction of Porphyry","Owen, Octavius Freire, 1816?-1873
                           ",Bohn,1902-1908,aristotle_1_1908.xml,aristotle_2_1902.xml,http://hdl.handle.net/2027/mdp.39015008469804 (Vol 1) http://hdl.handle.net/2027/mdp.39015008704168 (Vol 2),English,,,,,,
Aristotle,0086.014,urn:cts:greekLit:tlg0086.tlg014.ogl-eng1,1,Aristotle's The History of Animals,"Cresswell, Richard",Bell,1878,aristotle_1878.xml,,https://archive.org/details/aristotleshistor00arisrich,English,https://www.worldcat.org/oclc/906499511,,,,,
Aristotle,,,0,Aristotle's History of Animals (DUPLICATE),"Cresswell, Richard",Bell,1883,aristotle_1883.xml,,http://hdl.handle.net/2027/uc2.ark:/13960/t7gq6t485,English,,,,,,
Aristotle,0086.025,urn:cts:greekLit:tlg0086.tlg025.ogl-fre1,1,La Métaphysique,"Colle, Gaston, 1881-1946",Institut Supérieur de Philosophie I,1922,aristotle_1922.xml,,http://hdl.handle.net/2027/njp.32101041740927,French,,,,,,
Aristotle,0086.002,urn:cts:greekLit:tlg0086.tlg002.ogl-fre1,1,Traité de l'ame,"Rodier, Georges, 1864-1913",Ernest Leroux,1900,aristotle_1_1900.xml,,http://hdl.handle.net/2027/coo.31924082458690,French,,,,,,
Aristotle,0086.038,urn:cts:greekLit:tlg0086.tlg038.ogl-ger1,1,Aristoteles' Drei Bücher der redekunst (2nd edition),"Stahr, Adolf Wilhelm Theodor   1805-1876.",Krais & Hoffman,1897,aristotle_1855-1891_2,,https://hdl.handle.net/2027/uc1.b3922315,German,https://www.worldcat.org/oclc/907600553,,,,,
Aristotle,0086.038,urn:cts:greekLit:tlg0086.tlg038.ogl-ger2,1,Aristoteles' Drei Bücher der redekunst (3rd edition),"Stahr, Adolf Wilhelm Theodor   1805-1876.",Krais & Hoffman,,aristotle_1855-1907_2,,http://hdl.handle.net/2027/uc1.b3052083,German,,,,,,
Aristotle,0086.035,urn:cts:greekLit:tlg0086.tlg035.ogl-ger1,1,"Aristoteles Werke, Volume 4: Politik (3rd edition)","Stahr, Adolf Wilhelm Theodor, 1805-1876.;  Stahr, Karl",Krais & Hoffman,1855-1904,aristotle_1855-1904_4,,http://hdl.handle.net/2027/uc1.b3052085,German,,,,,,
Aristotle,,,1,Nikomachische Ethik (Duplicate),"Stahr, Adolf Wilhelm Theodor   1805-1876.",Krais & Hoffman,,aristotle_1855-1906_1,,http://hdl.handle.net/2027/hvd.32044085095636,German,,,,Duplicate file with more errors ,,
Aristotle,0086.010,urn:cts:greekLit:tlg0086.tlg010.ogl-ger2,1,Aristoteles' Nikomachische Ethik,"Stahr, Adolf Wilhelm Theodor   1805-1876.",Krais & Hoffman,1863,aristotle_1863,,http://hdl.handle.net/2027/hvd.32044085095636,German,,,,,,
Aristotle,0086.025 0086.022 0086.041 0086.024 0086.042 0086.008 0086.020 0086.018 0086.037,urn:cts:greekLit:tlg0086.tlg025.ogl-ger1 urn:cts:greekLit:tlg0086.tlg022.ogl-ger1 urn:cts:greekLit:tlg0086.tlg041.ogl-ger1 urn:cts:greekLit:tlg0086.tlg024.ogl-ger1 urn:cts:greekLit:tlg0086.tlg042.ogl-ger1  urn:cts:greekLit:tlg0086.tlg008.ogl-ger1 urn:cts:greekLit:tlg0086.tlg020.ogl-ger1 urn:cts:greekLit:tlg0086.tlg018.ogl-ger1 urn:cts:greekLit:tlg0086.tlg037.ogl-ger1,9,Aristoteles Werke- Metaphysik--Grosse Ethik-Kleine naturwissenschaftliche Schriften,"Bender, Hermann, 1835-1897",Krais & Hoffman,1855-1906,aristotle_1855-1906_6,,https://hdl.handle.net/2027/uc1.b3052087,German,,,,"Kleine naturwissenschaftliche Schriften-works in Parva Naturalia.  Von der sinnlichen Wahrnehmung und dem sinnlich s Wahrnehmbaren=De Sensu et sensibilibus  (pg. 3-35) - Von der Erinnerung und Wiedererinnerung - de Memoria et reminiscentia  (pg. 36-46)- Vom Schlafen und Wachen-de Somno et Vigilia (pg. 47-59) - Ueber Träume und Traumdeutung-
de Divinatione per Somnia (Somnium)  (pg. 60-75)- Von der längeren oder kürzeren Dauer des Lebens -de Longaevitate et brevitate vitae (pg. 76-83) -  Ueber Jugend und Alter- Ueber Leben und Tod-De juventute et senectute  (pg. 84-92) - Ueber das Athmen-de Respiratione (pg. 93)",https://hdl.handle.net/2027/uc1.b3052087?urlappend=%3Bseq=500,
Aristotle,0086.002 0086.006 0086.017 0086.001 0086.044? 0086.040?,urn:cts:greekLit:tlg0086.tlg002.ogl-ger1 urn:cts:greekLit:tlg0086.tlg006.ogl-ger1 urn:cts:greekLit:tlg0086.tlg017.ogl-ger1 urn:cts:greekLit:tlg0086.tlg001.ogl-ger1 urn:cts:greekLit:tlg0086.tlg044.ogl-ger1 urn:cts:greekLit:tlg0086.tlg040.ogl-ger1,6,Schrift über die Seele-Organon,"Bender, Hermann, 1835-1897",Krais & Hoffman,1855-1907,aristotle_1855-1907_5,,http://hdl.handle.net/2027/uc1.b3052086,German,https://www.worldcat.org/oclc/1070898052,,,De Anima (Pg. 1-128) - Organon - Categoriae (pg. 5-47) - Die Lehre vom sprachlichen Ausdruck (De Interpretatione) pg 48-78 - Analytica Priora et Posteriora (pg. 79-270) - NOT SURE ABOUT TOPICA AND SOPHISTICI ELENCHI,https://hdl.handle.net/2027/uc1.b3052086?urlappend=%3Bseq=140,
Aristotle,0086.030 0086.014,urn:cts:greekLit:tlg0086.tlg030.ogl-ger1 urn:cts:greekLit:tlg0086.tlg014.ogl-ger1,2,Vier Bücher über die Theile der Thiere (1855)-Naturgeschischte der Tiere (Vol 1-1866 (Book 1-3); Vol 2-Undated (Book 4-5) - Vol 3-Undated (Book 6-8),"Karsch, A., Dr. 1822-1892",Krais & Hoffman,1855-1904,aristotle_1855_7,,http://hdl.handle.net/2027/uc1.b3052088,German,,,,de Partibus Animalium (First Volume-1-182)-Historia Animalium  (Book 1-8 only),https://hdl.handle.net/2027/uc1.b3052088?urlappend=%3Bseq=196,
Aristotle,0086.034,urn:cts:greekLit:tlg0086.tlg034.ogl-ger1,1,"Ausgewählte Schriften des Aristoteles, Volume 1: Die Poetik","Walz, Christian, 1802-1857.,",Metzler,1859,aristotle_1859_2,,http://hdl.handle.net/2027/uc1.$b287223,German,,,,,,
Aristotle,0086.034,urn:cts:greekLit:tlg0086.tlg034.ogl-ger2,1,Aristoteles Poetik,"Stahr, Adolf Wilhelm Theodor   1805-1876.",Krais & Hoffman,1860,aristotle_1860,,http://hdl.handle.net/2027/hvd.32044085097285,German,,,,,,
Aristotle,0086.034,urn:cts:greekLit:tlg0086.tlg034.ogl-ger3,1,Aristoteles Poetik (3rd edition),"Stahr, Adolf Wilhelm Theodor   1805-1876.",Krais & Hoffman,1855-1907,aristotle_1855-1907_3,,http://hdl.handle.net/2027/uc1.b3052084,German,,,,,,
Aristotle,0086.002,urn:cts:greekLit:tlg0086.tlg002.ogl-ita1,1,Aristotele: Esposizione critica della psicologia greca. Definizione dell' anima. Il Trattato dell' anima,"Barco, Giovanni Battista ",Hermann Loescher,1879,aristotle_1879.xml,,https://hdl.handle.net/2027/njp.32101051674859,Italian ,http://www.worldcat.org/oclc/556764443,,,,,
Aristotle,0086.010,urn:cts:greekLit:tlg0086.tlg010.ogl-ita1,1,L'Etica Nicomachea,"Carlini, Armando",Laterzi,1913,aristotle_1913.xml,,https://hdl.handle.net/2027/uc1.$b142320,Italian ,,,,,,
Arrian,0074.001,urn:cts:greekLit:tlg0074.tlg001.ogl-fre1,1,"Histoire des Expéditions d'Alexandre, Volume  1 (Book 1-3) - Volume 2 (Book 4-7)-Supplement","Chaussard, Pierre Jean Baptiste",Genets,1802,arrian_1_1802.xml,arrian_1802(3).xml arrian_1802(2).xml,http://hdl.handle.net/2027/nnc1.0111840765 (Vol 1) https://hdl.handle.net/2027/nnc1.0036742201 (Vol 2) https://hdl.handle.net/2027/nnc1.0036742210 (Complement),French,http://www.worldcat.org/oclc/799246977,,,There are two other volumes in this edition that were not sent for data entry.,,
Arrian,0074.004,urn:cts:greekLit:tlg0074.tlg004.ogl-fre1,1,Le Périple de la Mer Noire,"Chotard, Henry",Durand,1860,arrian_1860.xml,,https://hdl.handle.net/2027/uc1.$b49317,French,http://www.worldcat.org/oclc/557666127,,,Periplus Ponti Euxini.,,
Arrian,0074.001 0074.002 0074.011,urn:cts:greekLit:tlg0074.tlg001.ogl-ger1 urn:cts:greekLit:tlg0074.tlg002.ogl-ger1 urn:cts:greekLit:tlg0074.tlg011.ogl-ger1,1,Arrian's Werke:  Volume 1: Anabasis 1-4 (Cless 1865)--Volume 2- Anabasis 5-7 (Cless 1865) -- Volume 3:  Indica,"Cless, Karl, 1794-1874",Krais & Hoffman,1862-1865,arrian_1862,,http://hdl.handle.net/2027/hvd.hn5w5r,German,http://www.worldcat.org/oclc/65375660,,,,"Indica (pg. 4-59-Volume 3) - Historia successorum Alexandri (fragmenta ap. Photium, Bibl. cod. 92) 110-20",
Augustine,stoa0040.stoa003,urn:cts:latinLit:stoa0040.stoa003.ogl-eng1,1,"The City Of God (De Civitate Dei), Volume 2","Healey, John",John Grant,1909,Augustine-cityofgodtransla02auguuoft.xml,,,English,,,,,,
Babrius,0614.001,urn:cts:greekLit:tlg0614.tlg001.ogl-fre1,1,Les Fables Ésopiques De Babrios,"Lévèque, Eugène",Belin Frères,1890,babrius_1890.xml,,http://hdl.handle.net/2027/wu.89097907778,French,,,,,,
Boethius,stoa0058.stoa001,urn:cts:latinLit:stoa0058.stoa001.ogl-eng1,1,King Alfred's Anglo-Saxon Version of Boethius' De Consolatione Philosophiae,"Alfred, King of England, 849-899; Fox, Samuel, 1801-1870",Bell,1895,boethius_1895,,https://archive.org/details/cu31924013338839,English,,,,This file is going to need some serious cleanup work,,
Boethius,stoa0058.stoa001,urn:cts:latinLit:stoa0058.stoa001.ogl-eng2,1,"The Consolation Of Philosophy Of Boethius,  (VOLUME 1, only one volume)","James, H.R.",Elliot Stock,1897,Boethius-consolationofphi00boetiala.xml,,http://archive.org/stream/consolationofphi00boetiala,English,,,,,,
"Caesar, Julius; Hirtius, Aulus; Suetonius",448.1 530.1 448.2 phi1348.abo011,urn:cts:latinLit:phi448.phi001.opp-fre1  urn:cts:latinLit:phi448.phi001.opp-lat1 urn:cts:latinLit:phi530.phi001.opp-fre1 urn:cts:latinLit:phi530.phi001.opp-lat1  urn:cts:latinLit:phi448.phi002.opp-fre1 urn:cts:latinLit:phi448.phi002.opp-lat1 urn:cts:latinLit:phi1348.abo011.opp-fre1 urn:cts:latinLit:phi1348.abo011.opp-lat1,4,Commentaires sur la guerre des Gaules,"Lemaistre, Félix.; Golbéry, Marie Philippe Aimé de 1786-1854",Garnier Frerers,1867,caesar_commentaries_1867.xml,,https://hdl.handle.net/2027/nnc1.cu01966170,French & Latin,http://www.worldcat.org/oclc/764147298,,,,Also includes Suetonius Life of Caesar at the end,
"Caesar, Julius",448.1 530.1 448.2 ,urn:cts:latinLit:phi448.phi001.opp-ger1 urn:cts:latinLit:phi530.phi001.opp-ger1 urn:cts:latinLit:phi448.phi002.opp-ger1,3,Caesar's Memoiren über den Gallischen Krieg und über den Bürgerkrieg,"KoÌchly, Hermann August Theodor; 1815-1876; Rustow, Wilhelm Friedrich, 1821-1878",Krais & Hoffman,1855-1906,caesar_1855-1906,,,German,,,,,,
Cassius Dio,0385.001,urn:cts:greekLit:tlg0385.tlg001.ogl-ger1,1,"Römische Geschichte, Bd 1-3, 6-7, 12","Tafel, Leonhard., 1800-1880",Metzler,"1831, 1837, 1839",cassiusDio_1831_ddb1,cassiusDio_1831_ddb2 cassiusDio_1831_ddb3 cassiusDio_1837_ddb6 cassiusDio_1839_12,https://hdl.handle.net/2027/hvd.hn5w7m  http://hdl.handle.net/2027/hvd.hn5w7n,German,,,,"All 5 volumes bound in this one scan, but XML files only for first 3 volmes, and then volumes 6 and 7, but not 8 to 11",,
Catullus ,472.1,urn:cts:latinLit:phi0472.phi001.ogl-fre1,1,Catulle Poesies,"Lafaye, Georges, 1854-1927",Les Belles Lettres,1922,catullus_1922.xml,,https://hdl.handle.net/2027/mdp.39015012858836,French,,,,,,
