Author Name,WORK IDs,CTS-URN/s,# of translations,Edition Title,Editor; Translator,Publisher,Date,Original File Name/Location,Addiional File location/locations,Source Edition LInk,Translation Language,Worldcat Link,Work/s Split Up/Renamed in Branch,New File Name/s,Notes,TOC,Additional TOC
Diodorus Siculus ,0060.001,urn:cts:greekLit:tlg0060.tlg001.opp-fre2,1,Bibliothèque historique de Diodore de Sicile (4 volumes):,"
Hoefer, Ferdinand, 1811-1878
",Charpentier,1851,diodorusSiculus_1_1851.xml,diodorusSiculus_3_1851.xml,https://hdl.handle.net/2027/umn.31951002300483u (Vol 1-2) https://hdl.handle.net/2027/umn.31951002300484s (Vol 3-4),French,https://www.worldcat.org/oclc/67358470,,,,,
Diogenes Laertius,0004.001,urn:cts:greekLit:tlg0004.tlg001.ogl-eng1,1,The Lives and Opinions of Eminent Philosophers,"Younge, C.D.",Bell,1853,diogenesLaertius_1853,,https://archive.org/details/livesandopinion02laergoog,English,,,,,,
Dionysius of Halicarnassus,0081.001,urn:cts:greekLit:tlg0081.tlg001.ogl-ita1,1,Delle cose antiche della citta' di Roma (2 volumes),"Venturi, Francesco; ", Appresso Dionigi Ramanzini,1738,dionysiusHalicarnassus_1_1738.xml,dionysiusHalicarnassus_2_1738.xml,https://hdl.handle.net/2027/mdp.39015068329203  http://hdl.handle.net/2027/mdp.39015068329211,Italian ,https://www.worldcat.org/oclc/608278488,,,,,
Epictetus,,,4,The Discourses of Epictetus (DUPLICATE),"Long, George",Bell ,1887,epictetus_1887,,http://www.archive.org/details/dscrsesepictetus00epiciala,English,,,,,,
Epictetus (Perseus edition),0557.001 0557.002 0557.003 0557.006,,1,The Discourses of Epictetus ,"Long, George",Bell ,1890,epictetus_1890,,,English,,,,,,
Epictetus,0557.001 0074.008,urn:cts:greekLit:tlg0557.tlg001.ogl-fre1 urn:cts:greekLit:tlg0074.tlg008.ogl-fre1,1,"Les Entretiens d'Épictète, recueillis par Arrien","Courdaveaux, Victor",Didier,1862,epictetus_1862.xml,,https://hdl.handle.net/2027/hvd.32044085112571,French,http://www.worldcat.org/oclc/457610582,,,Also includes Arrian's letter to Lucius,,
"Epictetus, Cebes of Thebes, Marcus Aurelius, Theophrastus",0557.002 1247.001 0562.001 0093.009,urn:cts:greekLit:tlg0557.tlg002.ogl-ger1 urn:cts:greekLit:tlg1247.tlg001.ogl-ger1  urn:cts:greekLit:tlg0562.tlg001.ogl-ger1 urn:cts:greekLit:tlg0093.tlg009.ogl-ger2,4, Band 30: Epiktet. Mark Aurel. Theophrast - Part 1: Epiktet's Handbüchlein der stoischen Moral und Das Gemälde des Cebes von Theben (Conz 1864) - Part 2:  Mark Aurel's Selbstgespräche (Cless 1866) - Part 3: Theophrast's Charaktere (BInder-1865),"Conz, Carl Philipp, 1762-1827; Cless, Karl, 1794-1874",Krais & Hoffman,1855-1891,Epictetus_MarcusAurelius_Theophrastus_1855-1891,,http://hdl.handle.net/2027/nyp.33433022669398,German,,,,,,
Euclid,1799.001,urn:cts:greekLit:tlg1799.tlg001.ogl-ita1,1,Gli Elemente d'Euclide,"Tolomei, Giulio; Socci, Antonio",Le Monnier,1899,euclid_1_1899.xml,,https://hdl.handle.net/2027/mdp.39015063888682,Italian ,,,,,,
Euripides,0006.007 0006.015 0006.003 0006.005 0006.002 0006.006 0006.008 0006.018 0006.013 0006.019  0006.011 0006.017 0006.004 0006.014 0006.010 0006.009 0006.012 0006.001,urn:cts:greekLit:tlg0006.tlg007.ogl-fre1 urn:cts:greekLit:tlg0006.tlg015.ogl-fre1 urn:cts:greekLit:tlg0006.tlg003.ogl-fre1 urn:cts:greekLit:tlg0006.tlg005.ogl-fre1 urn:cts:greekLit:tlg0006.tlg002.ogl-fre1 urn:cts:greekLit:tlg0006.tlg006.ogl-fre1 urn:cts:greekLit:tlg0006.tlg008.ogl-fre1 urn:cts:greekLit:tlg0006.tlg018.ogl-fre1 urn:cts:greekLit:tlg0006.tlg013.ogl-fre1 urn:cts:greekLit:tlg0006.tlg019.ogl-fre1 urn:cts:greekLit:tlg0006.tlg011.ogl-fre1 urn:cts:greekLit:tlg0006.tlg017.ogl-fre1 urn:cts:greekLit:tlg0006.tlg004.ogl-fre1 urn:cts:greekLit:tlg0006.tlg014.ogl-fre1 urn:cts:greekLit:tlg0006.tlg010.ogl-fre1 urn:cts:greekLit:tlg0006.tlg009.ogl-fre1 urn:cts:greekLit:tlg0006.tlg012.ogl-fre1 urn:cts:greekLit:tlg0006.tlg001.ogl-fre1,18,"Euripide, Volumes 1-2. 1, Hékabé. Les Phoinissiennes. Médéia, Hippolytos, Alkèstis, Andromakhé. Les Suppliantes. Iphigénéia à Aulis.  II. Iphigénéia chez les Taures. Rhèsos. Les Trôiades. Les Bakkhantes. Les Hèrakléides. Hélèné. Iôn. Hèraklès furieux. Elektra. Le Kyklôps.","Leconte de Lisle, Charles-Marie, 1818-1894
                           ",Lemerre,1884,euripides_1_1884.xml,euripides_2_1884.xml,http://hdl.handle.net/2027/uc1.$b735014 (Vol 1) http://hdl.handle.net/2027/uc1.$b735015 (Vol 2),French,,,,,,
Euripides,0006.011 0006.010 0006.012 0006.009 0006.008 0006.006,urn:cts:greekLit:tlg0006.tlg011.ogl-ger1 urn:cts:greekLit:tlg0006.tlg010.ogl-ger1 urn:cts:greekLit:tlg0006.tlg012.ogl-ger1 urn:cts:greekLit:tlg0006.tlg009.ogl-ger1 urn:cts:greekLit:tlg0006.tlg008.ogl-ger1 urn:cts:greekLit:tlg0006.tlg006.ogl-ger1,6,"Euripides Werke, Volume 3:  Die Troerinnen, Ion, Elektra, der rasende Herakles, die Schutzflehenden. Die Herakliden","Donner, Johann Jacob Christian, 1799-1875
",Winter,1852,euripides_1852_3,,http://hdl.handle.net/2027/uiug.30112089153677,German,http://www.worldcat.org/oclc/915972278,,,,Trojan Women (1-54)  - Ion (pg. 62-136) - Electra (pg. 136-193) - Hercules Furens (194-254) - Supplices (Pg. 255-309) - ,
Euripides,0006.015 0006.001,urn:cts:greekLit:tlg0006.tlg015.ogl-ger1 urn:cts:greekLit:tlg0006.tlg001.ogl-ger1,2,Die Dramen des Euripides: Die Phönizierinnen (Minckwitz 1857) - Der Kyklops (Minckwitz 1857),"Minckwitz, Johannes, 1812-1885
                           ",Hoffman,1857,euripides_1857_1,,http://hdl.handle.net/2027/hvd.hn3867,German,,,,Line 6219-starts a second Volume bound in this edition-of Cyclops,,
Euripides,0006.001 0006.002 0006.003  0006.011,urn:cts:greekLit:tlg0006.tlg001.ogl-ger2 urn:cts:greekLit:tlg0006.tlg002.ogl-ger1 urn:cts:greekLit:tlg0006.tlg003.ogl-ger1 urn:cts:greekLit:tlg0006.tlg011.ogl-ger2,4,"Griechische Tragödien, Volume 3. Euripides: Der Kyklop, Alkestis, Medea, Troerinnen ","Wilamowitz-Moellendorff, Ulrich von 1848-1931",Weidmann,1906,euripides_1906_3,,http://hdl.handle.net/2027/uc1.$b640798,German,http://www.worldcat.org/oclc/601968315,,,,,
Euripides,0006.018,urn:cts:greekLit:tlg0006.tlg018.ogl-ita1,1,Ifigena in Aulide di Euripide,"Vitellia, Girolamo",Le Monnier,1878,,,https://hdl.handle.net/2027/uc1.$b253146,Italian ,,,,,,
Euripides,0006.017,urn:cts:greekLit:tlg0006.tlg017.ogl-ita1,1,Le Baccanti,"Ammendola, Giuseppe",Paravia,1910,euripides_1910.xml,,https://hdl.handle.net/2027/uc1.$b290565,Italian ,,,,,,
Euripides,0006.001,urn:cts:greekLit:tlg0006.tlg001.ogl-ita1,1,Il Ciclope,"Romagnoli, Ettore, 1871-1938",Casa Editrice Italiana di A. Quattrin,1911,euripides_1911.xml,,https://hdl.handle.net/2027/uc1.a0000232769,Italian ,,,,,,
Euripides,0006.017,urn:cts:greekLit:tlg0006.tlg017.ogl-ita2,1,Le Baccanti di Euripide,"Romagnoli, Ettore, 1871-1938",Casa Editrice Italiana di A. Quattrin,1913,euripides_1913.xml,,https://hdl.handle.net/2027/njp.32101074938984,Italian ,https://www.worldcat.org/title/oclc/682484632,,,,,
Euripides,0006.014,urn:cts:greekLit:tlg0006.tlg014.ogl-ita1,1,Euripide Elena,"Terzaghi, Nicola 1880-1950",Sandron,1913,euripides_1913_sandron.xml,,https://hdl.handle.net/2027/uc1.$b290572,Italian ,https://www.worldcat.org/title/elena/oclc/263690113,,,,,
Euripides,0006.010,urn:cts:greekLit:tlg0006.tlg010.ogl-ita1,1,Euripide Jone,"De Marchi, Ettore"," Paravia, Giovanni Battista",1914,euripides_1914.xml,,https://hdl.handle.net/2027/uc1.$b290576,Italian ,http://www.worldcat.org/oclc/799305866,,,,,
Euripides,0006.017,urn:cts:greekLit:tlg0006.tlg017.ogl-ita3,1,Le Baccanti,"Sisto, P.","Albrighi, Segati",1921,euripides_1921.xml,,https://hdl.handle.net/2027/uc1.$b290566,Italian ,,,,,,
Giraldus Cambrensis,none-author out of scope,,,The Historical Works of Giraldus Cambrensis,"Forester, Thomas; Hoare, Sir Richard Colt; Wright, Thomlas",Bell,1905,giraldusCambrensis_1905,,http://www.archive.org/details/historicalworksc00gira,English,,,,,,
"Various (Prodicus, Thucydides (selection), Antiphon, Andocides, Lysias, Isocrates, Isaeus, Demosthenes, Lycurgus, Hyperides, Hegesippus, Dinarchus, Dio Chrysostom, Maximus of Tyre)",1634.002 0003.001 0028.005 0027.001 0540.001 0540.002 0010.011 0010.007 0010.016 0010.001 0010.020 0010.015 0010.009 0017.001 0017.003 0017.004 0017.006 0017.010 0017.011 0014.017 0034.001 0030.002 0029.004 0612.001 0563.001,urn:cts:greekLit:tlg1634.tlg002.ogl-fre1 urn:cts:greekLit:tlg0028.tlg005.ogl-fre1 urn:cts:greekLit:tlg0027.tlg001.ogl-fre1 urn:cts:greekLit:tlg0540.tlg001.ogl-fre1  urn:cts:greekLit:tlg0540.tlg002.ogl-fre1 urn:cts:greekLit:tlg0010.tlg011.ogl-fre1 urn:cts:greekLit:tlg0010.tlg007.ogl-fre1 urn:cts:greekLit:tlg0010.tlg016.ogl-fre1 urn:cts:greekLit:tlg0010.tlg001.ogl-fre1 urn:cts:greekLit:tlg0010.tlg020.ogl-fre1 urn:cts:greekLit:tlg0010.tlg015.ogl-fre1 urn:cts:greekLit:tlg0010.tlg009.ogl-fre1 urn:cts:greekLit:tlg0017.tlg001.ogl-fre1 urn:cts:greekLit:tlg0017.tlg003.ogl-fre1 urn:cts:greekLit:tlg0017.tlg004.ogl-fre1 urn:cts:greekLit:tlg0017.tlg006.ogl-fre1 urn:cts:greekLit:tlg0017.tlg010.ogl-fre1 urn:cts:greekLit:tlg0017.tlg011.ogl-fre1 urn:cts:greekLit:tlg0017.tlg017.ogl-fre2 urn:cts:greekLit:tlg0034.tlg002.ogl-fre1 urn:cts:greekLit:tlg0030.tlg002.ogl-fre1 urn:cts:greekLit:tlg0029.tlg004.ogl-fre1 urn:cts:greekLit:tlg0612.tlg001.ogl-fre1 urn:cts:greekLit:tlg0563.tlg001.ogl-fre1,25,"Orateurs et Sophistes Grecs: choix de harangues, d'éloges funèbres, de plaidoyers criminels et civils, de dissertations:  de Prodicus, Périclès, Antiphon, Andocide, Lysias, Isocrate, Isée, Lycurgue, Hegésippe, Hypèride, Dinarque, Dion Chrysostome, et Maxime de Tyr ","Peignot, Gabriel   1767-1849,",Charpentier,1842,sophistesGrecs_1842.xml,,http://hdl.handle.net/2027/ucm.5321933737,French,,,,,,
Hecataeus Milesius,0538.002,urn:cts:greekLit:tlg0538.tlg002.ogl-ita1,1,Ecateo da Mileto ed i frammenti della Periēgēsis,"Tropea, Giacamo",D'Amico,1896,hecateusMilesius_1896.xml,,https://hdl.handle.net/2027/inu.30000070315159,Italian ,http://www.worldcat.org/oclc/28458461,,,,,
Heliodorus of Emesa,0658.001,urn:cts:greekLit:tlg0658.tlg001.ogl-ger1,1,Heliodorus' Theagenes und Charikleia,"Goettling, Karl Wilhelm, 1793-1869, tr.

          ",Andreäischen Buchhandlung,1822,heliodorus_1822,,http://hdl.handle.net/2027/ien.35556008422024,German,,,,,,
Heliodorus of Emesa; Longus; Achilles Tatius,0658.001 0561.001 0532.001,urn:cts:greekLit:tlg658.tlg001.ogl-eng1 urn:cts:greekLit:tlg0561.tlg001.ogl-eng1 urn:cts:greekLit:tlg0532.tlg001.ogl-eng1,3,"The Greek Romances of Heliodorus, Longus and Achilles Tatius","Smith, Rowland",Bell,1901,heliodorus_longus_achillesTatius_1901,,http://hdl.handle.net/2027/mdp.39015005601482,English,,,,,,
Herodian,0015.001,urn:cts:greekLit:tlg0015.tlg001.ogl-fre1,1,Histoire romaine depuis la mort de Marc-Aurèle jusqu'à l'avènement de Gordien III,"Halevy, Leon ",Didot,1860,herodian_1860.xml,,,French,https://www.worldcat.org/toclc/457889064,,,,,
Herodian,0015.001,urn:cts:greekLit:tlg0015.tlg001.ogl-ger1,1,Herodian's Geschichte des römischen Kaiserthums seit Marc Aurel,"Stahr, Adolf",Hoffman & Krais,1858,herodian_1858,,http://hdl.handle.net/2027/hvd.32044085120376,German,,,,,,
Herodotus,0016.001,urn:cts:greekLit:tlg0016.tlg001.ogl-eng1,1,Herodotus: A New and Literal Version,"Cary, Henry",Bell,1879,herodotus_1879,,http://hdl.handle.net/2027/mdp.39015024827159,English,,,,,,
Herodotus,,,1,Herodotus: A New and Literal Version (DUPLICATE),"Cary, Henry",Bell,1901,herodotus_1901,,http://www.archive.org/details/herodotus00herorich,English,,,,,,
Herodotus,0016.001 1805.001,urn:cts:greekLit:tlg0016.tlg001.ogl-fre1 urn:cts:greekLit:tlg1805.tlg001.ogl-fre1,2,"Histoire d’Hérodote, I: Clio. II: Euterpe. III: Thalie; Melpomène. IV: Terpichore; Erato. V: Polymnie. VI: Caliope; Vie d'Homère; etc. VII: Chronologie.  VIII: Table géographique. IX: Table des matières","Larcher, Pierre-Henri, 1726-1812",Chez G. Le Bure l'aîné ,1802,herodotus_1_1802.xml,herodotus_3_1802.xml herodotus_4_1802.xml herodotus_5_1802.xml  herodotus_6_1802.xml herodotus_7_1802.xml herodotus_8_1802.xml herodotus_9_1802.xml,http://hdl.handle.net/2027/mdp.39015070411940 (Vol 1) https://hdl.handle.net/2027/mdp.39015070412104 (Vol 2-Missing) http://hdl.handle.net/2027/mdp.39015070411775 (Vol 3) http://hdl.handle.net/2027/mdp.39015070411932 (Vol 4) http://hdl.handle.net/2027/mdp.39015070412096 (Vol 5) http://hdl.handle.net/2027/mdp.39015070411767 (Vol 6) http://hdl.handle.net/2027/mdp.39015070411924 (Vol 7) http://hdl.handle.net/2027/mdp.39015070412088 (vol 8) http://hdl.handle.net/2027/mdp.39015070411759 (vol 9),French,http://www.worldcat.org/oclc/65295526,,,Volume 2 missing,,
Herodotus,0016.001,urn:cts:greekLit:tlg0016.tlg001.ogl-fre2,1,"Histoire d'Herodote traduite du Grec par Larcher, Volume 2 ","Larcher, Pierre-Henri, 1726-1812",Charpentier,1850,herodotus_2_1850.xml,,https://hdl.handle.net/2027/nnc1.cu01396110,French,,,,Volume 2  only,,
Herodotus,0016.001,urn:cts:greekLit:tlg0016.tlg001.ogl-fre3,1,Histoires d'Hérodote (Neuvième edition) ,"Giguet, Pierre (1794-1883)",Hachette,1913,,,https://hdl.handle.net/2027/coo.31924026669659,French,,,,,,
Herodotus,0016.001,urn:cts:greekLit:tlg0016.tlg001.ogl-fre4,1,Histoires d'Hérodote,"Saliat, Pierre   fl. 1537-1556.Talbot, Eugéne, 1814-1894",Henri Plon,1864,herodotus_1864.xml,,https://hdl.handle.net/2027/hvd.32044020167862,French,,,,,,
Herodotus,0016.001,urn:cts:greekLit:tlg0016.tlg001.ogl-ita1,1,Erodoto Alicarnasseo padre della greca istoria (2 volumes),"Becelli, Giulio Cesare,1683-1750",Appresso Dionigi Ramanzini,1733,herodotus_1_1733.xml,herodotus_2_1733.xml,hdl.handle.net/2027/hvd.hn2w6d (Vol 1) https://hdl.handle.net/2027/hvd.hn2w6e (Vol 2),Italian ,http://www.worldcat.org/oclc/889543376,,,,,
Herodotus,0016.001,urn:cts:greekLit:tlg0016.tlg001.ogl-ita2,1,"Erodoto Alicarnasseo, Volume 1 (Book I-IV)","Desiderj, Giovanni", Pel Desiderj,1789,herodotus_1_1789.xml,,https://hdl.handle.net/2027/hvd.hn2w6b (Vol 1),Italian ,http://www.worldcat.org/oclc/8486261,,,Volume 1 only,,
Herodotus,0016.001,urn:cts:greekLit:tlg0016.tlg001.ogl-ita3,1,Le nove muse di Erodoto (4 volumes),"Moustoxýdīs, Andréas (1785-1860)",Gio Battista Sonzogno,1820-1842,herodotus_1_1820.xml,herodotus_2_1822.xml herodotus_3_1852.xml herodotus_4_1842.xml,https://hdl.handle.net/2027/hvd.hn2w67 (Vol 1-Notes and introduction) https://hdl.handle.net/2027/hvd.hn2w68  (Vol 2) https://hdl.handle.net/2027/hvd.hn2w69 (Vol 3) http://hdl.handle.net/2027/hvd.hn2w6a (Vol 4),Italian ,http://www.worldcat.org/oclc/793672777,,,,,
Herodotus,0016.001,urn:cts:greekLit:tlg0016.tlg001.ogl-grc1,1,Herodoti Musae: v. 1. Clio. Euterpe-v. 4. Urania. Calliope.,"Creuzer, Georg Friedrich, 1771-1858; Bähr, Johann Christian Felix, 1798-1872","London, Black & Young",1830-1835,herodotus_1_1830.xml,herodotus_4_1835.xml,,Greek,http://www.worldcat.org/oclc/654600487,,,File was misfiled this is a Greek edition with Latin notes. Volume 1 and 4 only.,v. 1. Clio. Euterpe.--v. 2. Thalia. Melpomene.--v. 3. Terpsichore. Erato. Polymnia.--v. 4. Urania. Calliope. (https://catalog.hathitrust.org/api/volumes/oclc/4099335.html),
Hesiod; Orphica; Theocritus; Bion: Moscus; Tyraeus; Anacreon,0020.001 0020.002 0020.003 0579.001 0005.001 0005.002 0036.001 0036.003 0035.001 0035.002 0035.003 0035.004 0035.005 0266.001 0237.002,urn:cts:greekLit:tlg0020.tlg001.ogl-fre1 urn:cts:greekLit:tlg0020.tlg002.ogl-fre1 urn:cts:greekLit:tlg0020.tlg003.ogl-fre1  urn:cts:greekLit:tlg0579.tlg001.ogl-fre1  urn:cts:greekLit:tlg0005.tlg001.ogl-fre1 urn:cts:greekLit:tlg0005.tlg002.ogl-fre1 urn:cts:greekLit:tlg0036.tlg001.ogl-fre1 urn:cts:greekLit:tlg0036.tlg003.ogl-fre1 urn:cts:greekLit:tlg0035.tlg001.ogl-fre1 urn:cts:greekLit:tlg0035.tlg002.ogl-fre1 urn:cts:greekLit:tlg0035.tlg003.ogl-fre1 urn:cts:greekLit:tlg0035.tlg004.ogl-fre1 urn:cts:greekLit:tlg0035.tlg005.ogl-fre1 urn:cts:greekLit:tlg0266.tlg001.ogl-fre1 urn:cts:greekLit:tlg0237.tlg002.ogl-fre2,14,"Hésiode Hymnes Orphiques; Théocrite; Bion; Moskhos; Tyrtée; Odes Anacréontiques.
     ","Leconte de Lisle, Charles-Marie, 1818-1894
                           ",Lemerre,Unknown,hesiod_nd.xml,,https://hdl.handle.net/2027/nyp.33433081606257,French,,,,,,
Hesiod; Callimachus; Theognis,0020.001 0020.002 0020.003  0533.015 0533.016 0533.017 0533.018 0533.019 0533.020 0533.003 0002.001,urn:cts:greekLit:tlg0020.tlg001.ogl-eng1 urn:cts:greekLit:tlg0020.tlg001.ogl-eng2 urn:cts:greekLit:tlg0020.tlg002.ogl-eng1 urn:cts:greekLit:tlg0020.tlg002.ogl-eng2 urn:cts:greekLit:tlg0020.tlg003.ogl-eng1  urn:cts:greekLit:tlg0020.tlg003.ogl-eng2 urn:cts:greekLit:tlg0533.tlg015.ogl-eng1  urn:cts:greekLit:tlg0533.tlg015.ogl-eng2 urn:cts:greekLit:tlg0533.tlg016.ogl-eng1  urn:cts:greekLit:tlg0533.tlg016.ogl-eng2 urn:cts:greekLit:tlg0533.tlg017.ogl-eng1 urn:cts:greekLit:tlg0533.tlg017.ogl-eng2 urn:cts:greekLit:tlg0533.tlg018.ogl-eng1 urn:cts:greekLit:tlg0533.tlg018.ogl-eng2 urn:cts:greekLit:tlg0533.tlg019.ogl-eng1 urn:cts:greekLit:tlg0533.tlg019.ogl-eng2 urn:cts:greekLit:tlg0533.tlg020.ogl-eng1 urn:cts:greekLit:tlg0533.tlg020.ogl-eng2 urn:cts:greekLit:tlg0533.tlg003.ogl-eng1  urn:cts:greekLit:tlg0533.tlg003.ogl-eng2 urn:cts:greekLit:tlg0002.tlg001.ogl-eng1 urn:cts:greekLit:tlg0002.tlg001.ogl-eng2,11,"The Works of Hesiod, Callimachus and Theognis....To which are appended the metrical translations of Ēlton, Tytler, and Frere","Banks, J.; Frere, John Hookham   1769-1846., Tytler, H. W.   1752-1808.,  Elton, Charles Abraham  Sir 1778-1853., ;Davies, James   1820-1883.,",Bell,1897,hesiod-callim-theogn_1897,,http://hdl.handle.net/2027/uc1.31175000940430,English,,,,"Includes two translations, prose and poetic.",,
Homer,0012.002,urn:cts:greekLit:tlg0012.tlg002.ogl-eng1,1,The Odyssey of Homer,"Buckley, Theodore Alois",Bell,1902,homer_1902,,https://archive.org/details/odysseyofhomerwi00homeuoft,English,,,,,,
Homer,0012.001,urn:cts:greekLit:tlg0012.tlg001.ogl-eng1,1,The Iliad ,"Watson, John Selby; Pope, Alexander",Bell,1909,homer_1909,,http://hdl.handle.net/2027/uc1.32106009292233,English,,,,,,
Homer,0012.001 0012.002,urn:cts:greekLit:tlg0012.tlg001.ogl-eng2 urn:cts:greekLit:tlg0012.tlg002.ogl-eng2,2,The Iliads and Odysses of Homer,"Hobbes, Thomas",Bohn,1843,homer_1843.xml,,http://hdl.handle.net/2027/mdp.3901500854472,English,,,,,,
Homer,0012.002,urn:cts:greekLit:tlg0012.tlg002.ogl-fre1,1,Homère Odyssée,"Pessonneaux, Émile 1821-1903
                           ",Charpentier,1866,homer_1866.xml,,http://hdl.handle.net/2027/mdp.39015015404844,French,,,,,,
Homer,0012.001,urn:cts:greekLit:tlg0012.tlg001.ogl-fre1,1,L'Iliade,none,Flammarion,1908,homer_1908.xml,,https://hdl.handle.net/2027/uc1.$b253237,French,,,,,,
Homer,,,,INCORRECT TITLE-NEED TO FIX-UNCERTAIN SOURCING,,,,homer_iliad_1842.xml,,,French,,,,,,
Homer,0012.002,urn:cts:greekLit:tlg0012.tlg002.ogl-fre2,1,Odyssée,"Bareste, Eugène, 1814-1861",Lavigne,1842,,,http://hdl.handle.net/2027/nyp.33433074383633,French,http://www.worldcat.org/oclc/250297428,,,,,
Homer,0012.001,urn:cts:greekLit:tlg0012.tlg001.ogl-ger1,1,"Homer's Werke, Volume 1: Die Ilias (2 volumes in 1)","Donner, Johann Jacob Christian, 1799-1875
",Krais & Hoffman,1864,homer_1864_1.xml,,http://hdl.handle.net/2027/mdp.39015024249123,German,,,,,,
Homer,0012.001,urn:cts:greekLit:tlg0012.tlg001.ogl-ita1,,"L'Iliade d Homero, Volume 1, 6, 9, 10, ","Brandolese, Pietro  (Padua) , ed.; Cesarotti, Melchiorre, 1730-1808",Pietro Brandolese,1798-1802,homer_1_1798.xml,homer_6_1800.xml homer_11_1801.xml homer_10_1802.xml,https://hdl.handle.net/2027/ucm.5327371727 (Tomus 1)  https://hdl.handle.net/2027/ucm.5327371692 (Volume 6) https://hdl.handle.net/2027/ucm.5327371745 (Volume 9) https://hdl.handle.net/2027/ucm.5327371754 (Tomus 10)  ,Italian ,https://www.worldcat.org/oclc/797717826,,,"This is a 10 volume edition. Volume 1 is all notes and commentary. The actual work starts in Volume 2., which we don't have entered. Each volume of text has both an aligned Greek and Italian literal translation, followed by an Italian metrical translation.  It does appear that the HathiTrust has them all. ",,
Homer,0012.001,urn:cts:greekLit:tlg0012.tlg001.ogl-ita2,1,"L'Iliade, o la morte di Ettore,  Volume 3 (Canto 19-24)","Cesarotti, Melchiorre, 1730-1808","Dalla tipografia Santini,",1805,homer_1805.xml,homer_3_1798.xml homer_4_1799.xml,https://hdl.handle.net/2027/nnc1.cu01380150 (Volume 1-2) https://hdl.handle.net/2027/nnc1.cu01380400 (Vol 3-4),Italian ,http://www.worldcat.org/oclc/977816557,,,Only have volume 3 of this edition. THe other files seem to be an earlier commentary. Lots of errors.,,
Homer,0012.002,urn:cts:greekLit:tlg0012.tlg002.ogl-grc1,1,L' Odissea,"Costanzi, Vincenzo Alessandro","Roma Società editrice Dante Alighieri di Albrighi, Segati &",1914,homer_11_1914.xml,,https://hdl.handle.net/2027/uc1.$b290436,Greek,http://www.worldcat.org/oclc/29645003,,,This is not an Italian translation but a Greek edtion with Italian notes.,,
Homer,0012.001,urn:cts:greekLit:tlg0012.tlg001.ogl-ita3,1,Iliade di Omero,"Monti, Vincenzo",Sonzogno,1896,homer_1896.xml,,https://hdl.handle.net/2027/nyp.33433082228549,Italian ,http://www.worldcat.org/oclc/5934050,,,,,
Homer,0012.002,urn:cts:greekLit:tlg0012.tlg002.ogl-ita1,1,L' Odissea di Homero (2 volumes in1),"Pindemonte, Ippolito, 1753-1828",Tipografia Fraticelli,1845,homer_1_1845.xml,,https://hdl.handle.net/2027/ucm.532438683x,Italian ,http://www.worldcat.org/oclc/1025474416,,,,,
Homer,0012.002,urn:cts:greekLit:tlg0012.tlg002.ogl-grc2,1,Il Libro VII dell'Odissea,"Cisorio, Luigi","Roma Società editrice Dante Alighieri di Albrighi, Segati &",1914,homer_7_1914.xml,,https://hdl.handle.net/2027/uc1.$b290435,Greek,https://www.worldcat.org/oclc/613218182,,,This is not an Italian translation but a Greek edtion with Italian notes.,,
Horace,893.1 893.2 893.3 893.4 893.5 893.6,urn:cts:latinLit:phi0893.phi001.ogl-eng1 urn:cts:latinLit:phi0893.phi002.ogl-eng1 urn:cts:latinLit:phi0893.phi003.ogl-eng1 urn:cts:latinLit:phi0893.phi004.ogl-eng1 urn:cts:latinLit:phi0893.phi005.ogl-eng1 urn:cts:latinLit:phi0893.phi006.ogl-eng1 ,6,Works of Horace,"Smart, Charles Louis; Buckley, Theodore Alois, 1825-1856",Bell,1859,horace_1859,,https://archive.org/details/workstranslatedl00horauoft,English,,,,,,
Horace,893.1 893.2,urn:cts:latinLit:phi0893.phi001.ogl-eng2 urn:cts:latinLit:phi0893.phi002.ogl-eng2,2,The Odes and Carmen Saeculare,"Conington, John",Bell,1865,horace_1865.xml,,http://hdl.handle.net/2027/umn.319510016624780,English,,,,The Odes are also the Perseus edition.,,
Horace,893.1 893.2 893.3 893.4 893.5 893.6,urn:cts:latinLit:phi0893.phi001.ogl-eng3 urn:cts:latinLit:phi0893.phi002.ogl-eng3 urn:cts:latinLit:phi0893.phi003.ogl-eng2 urn:cts:latinLit:phi0893.phi004.ogl-eng2 urn:cts:latinLit:phi0893.phi005.ogl-eng2 urn:cts:latinLit:phi0893.phi006.ogl-eng2,6,The Poems of Horace,"Bryce, Archibald Hamilton.   ",Bell,1902,horace_1902.xml,,http://hdl.handle.net/2027/uc1.32106001544441,English,,,,,,
Horace; Martial,893.1 893.2 893.3 893.4 893.5 893.6 1294.2,urn:cts:latinLit:phi0893.phi001.ogl-fre1 urn:cts:latinLit:phi0893.phi002.ogl-fre1 urn:cts:latinLit:phi0893.phi003.ogl-fre1 urn:cts:latinLit:phi0893.phi004.ogl-fre1 urn:cts:latinLit:phi0893.phi005.ogl-fre1 urn:cts:latinLit:phi0893.phi006.ogl-fre1 urn:cts:latinLit:phi1294.phi002.ogl-fre1  ,6,Oeuvres complètes d'Horace par ordre de production,"Goupy, M.",Guiraudet et Jouaust,1847,horace_1847.xml,,https://hdl.handle.net/2027/uc1.$b291839,French,,,,Epigrams of Martial were tucked in the back,,
